#"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
100.99999999994601	-59528.84250772145	7378.937913309318	290.7391282020621	30.71102748951447	1.0466451303942441	0	--
101.99999999994368	-59524.7795614989	7491.708654540295	295.18243256068223	30.521859908273616	1.0531320000781106	298	1:55
102.99999999994135	-59528.95051391213	7346.93869023046	289.47831989463486	30.755766541822226	1.0451226220486078	302	1:53
103.99999999993902	-59496.22178738672	7342.899635202169	289.3191762141374	31.016909934804826	1.0363233293989431	303	1:52
104.99999999993669	-59295.5305646928	7233.789313947102	285.02009685444705	30.94771040697485	1.0386405633438953	301	1:53
105.99999999993436	-59390.747369439196	7585.317796698974	298.8707466111187	30.63860793218563	1.0491190540526332	302	1:52
106.99999999993203	-59181.33697556192	7525.747193936622	296.5235924112767	30.80396715591742	1.043487262812814	303	1:52
107.9999999999297	-59054.6577524326	7462.838231398604	294.04490277609085	30.75925115853798	1.0450042234653643	303	1:51
108.99999999992737	-59131.472269011865	7285.668570180502	287.0642026466728	30.929852676789437	1.0392402352250918	304	1:51
109.99999999992504	-59125.78816476383	7492.057972895078	295.1961961287089	30.99735814167144	1.0369769973426142	303	1:51
110.99999999992271	-58981.73709039649	7559.72356064075	297.8623025821828	30.982006296732752	1.0374908281744757	302	1:51
111.99999999992038	-59103.99934580014	7543.601334915822	297.22706728043454	30.91979971537658	1.0395781236357404	301	1:51
112.99999999991805	-59055.44506645008	7685.66901041195	302.824706480642	30.661231840634365	1.0483449438161598	302	1:50
113.99999999991572	-59227.61319554248	7425.963009507546	292.5919741851718	30.654469912132015	1.0485761934047584	301	1:50
114.99999999991338	-59086.338514463656	7513.727937245209	296.0500190795652	30.896525134303513	1.0403612455310078	301	1:50
115.99999999991105	-59275.679282275116	7252.944019473743	285.77481554854774	30.660562883888275	1.0483678167629176	301	1:50
116.99999999990872	-59301.279282488744	7579.921771133902	298.6581366410964	30.656873625550524	1.0484939776936197	300	1:50
117.9999999999064	-59063.28291760749	7580.060118887015	298.6635877108305	30.471042367031995	1.0548883423194493	300	1:50
118.99999999990406	-58786.43460728362	7519.779644447285	296.2884637035391	30.52498829752534	1.0530240686090602	299	1:49
119.99999999990173	-59105.06665617303	7517.295646620014	296.1905911680548	30.93572592992832	1.0390429319199288	300	1:49
120.9999999998994	-58917.538709381915	7560.276521406273	297.8840899088667	31.004303152769825	1.0367447129168097	300	1:49
121.99999999989707	-59034.242178889515	7281.215453617181	286.8887444381051	30.942643790989663	1.0388106326151783	299	1:49
122.99999999989474	-59193.517754083936	7395.247348755281	291.38173979450744	30.679491699692285	1.0477209885334082	300	1:48
123.99999999989241	-59224.95701899653	7286.373157100794	287.0919642282656	31.137927458220446	1.032295659832625	299	1:48
124.99999999989008	-59169.87338522967	7311.582742162363	288.08525254011283	31.349987484450143	1.025312925156591	299	1:48
125.99999999988775	-59472.6716541645	7445.15709717979	293.3482445837066	30.885435136555625	1.0407348068494389	299	1:48
126.99999999988542	-59335.2094073972	7667.696789739606	302.11657912796335	31.097918047103754	1.0336237725823487	299	1:47
127.99999999988309	-59080.346222137596	7538.3547368734435	297.0203449365432	31.12504689199816	1.0327228576663694	299	1:47
128.99999999988785	-59348.08160087318	7737.026025173897	304.84823532373167	31.099814890987226	1.0335607296691447	300	1:46
129.99999999989262	-59169.82474246019	7746.372669490701	305.2165044773969	30.991776180756535	1.0371637683438975	300	1:46
130.9999999998974	-58953.247452085954	7479.61817754852	294.70605306251684	30.780946347700546	1.044267678069792	300	1:46
131.99999999990217	-59021.0985104549	7444.001084395628	293.30269627404385	30.987194295814135	1.0373171273414115	300	1:45
132.99999999990695	-59249.53506917905	7753.5375936061955	305.49881120167703	31.142623261613345	1.0321400063598525	300	1:45
133.99999999991172	-59397.8253179132	7630.943816577912	300.66846728566264	30.954224269045834	1.038421996685201	300	1:45
134.9999999999165	-59333.445375684445	7480.126684368526	294.7260888496817	30.63395453917625	1.049278418501186	300	1:45
135.99999999992127	-59076.61344837505	7474.202118130318	294.4926537343157	31.230492714863956	1.0292359990851367	300	1:44
136.99999999992605	-59137.9666186604	7490.787926210687	295.1461547446868	31.33447785697611	1.025820424326868	300	1:44
137.99999999993082	-59267.73767410038	7666.303570547694	302.0616845973399	30.715018803124227	1.0465091223722303	300	1:44
138.9999999999356	-58996.71444138218	7512.961071201411	296.0198036247611	30.591200839642617	1.0507448707162161	300	1:43
139.99999999994037	-59125.18362552184	7339.943075186638	289.2026841536958	30.951885079566175	1.0385004754532585	300	1:43
140.99999999994515	-59231.3592700256	7574.756925725265	298.4546354504038	30.893196203014448	1.0404733508333992	300	1:43
141.99999999994992	-59101.522022527875	7617.579588529654	300.1419004467093	30.763337689100908	1.0448654075234551	300	1:43
142.9999999999547	-59051.64964445366	7360.165660222312	289.99947859922963	31.196533342241516	1.030356386675191	299	1:42
143.99999999995947	-59251.57977884979	7351.084835261854	289.6416830514995	31.008627623249758	1.0366001282560273	299	1:42
144.99999999996425	-59268.56467660639	7403.163193848124	291.6936337185808	31.299414813063777	1.0269695955429807	299	1:42
145.99999999996902	-59265.30483204493	7535.35251400582	296.902053704193	30.962649692486725	1.0381394257450747	299	1:42
146.9999999999738	-59377.24857231407	7660.305938628462	301.82537060527756	30.82874344540112	1.0426486382174978	299	1:41
147.99999999997857	-59122.9916050887	7514.244481756288	296.0703715615339	31.074574985575566	1.0344002254648608	299	1:41
148.99999999998334	-59258.28406108596	7607.813432437028	299.75710201885784	30.96762632461952	1.0379725922277	299	1:41
149.99999999998812	-59324.07357979324	7426.2296405877405	292.6024797740137	30.722251728277513	1.0462627432258937	299	1:41
150.9999999999929	-59194.240790414886	7300.202687433764	287.63686454314694	30.55706864185781	1.0519185510901097	299	1:40
151.99999999999767	-59297.88636899166	7571.680417506803	298.3334172848831	30.52057423563193	1.0531763630376711	299	1:40
153.00000000000244	-59125.676242281595	7414.172977706581	292.127432592932	30.727524945040386	1.046083191822199	299	1:40
154.00000000000722	-59442.90453569987	7545.848516965942	297.3156089862788	30.6594005801941	1.0484075605857979	298	1:40
155.000000000012	-59038.06826329924	7574.189049586172	298.4322604398607	30.790648762178147	1.043938619792506	298	1:39
156.00000000001677	-59107.48787698703	7462.580966093574	294.0347662101812	30.569398716477416	1.0514942629204602	298	1:39
157.00000000002154	-59409.78558767712	7486.609257651713	294.9815101212796	30.775894579641765	1.0444390913844313	298	1:39
158.00000000002632	-59082.717230728944	7527.962208397745	296.61086667499154	30.993837773719775	1.037094780129461	298	1:39
159.0000000000311	-59198.28426724498	7484.581890129979	294.90162937519676	30.67381279861129	1.0479149619365002	298	1:38
160.00000000003587	-59404.63620534583	7400.063423614002	291.57149900135147	31.227554984590977	1.029332824397078	298	1:38
161.00000000004064	-59320.46965005799	7245.791790419422	285.49300902511783	30.89865593521201	1.040289501223042	298	1:38
162.00000000004542	-59323.21598196018	7696.81639912498	303.26392715362135	30.71712638157856	1.0464373187780016	298	1:38
163.0000000000502	-59265.88986178223	7336.735192707381	289.07628968251976	30.968942280412914	1.0379284859087385	298	1:37
164.00000000005497	-59254.37952464598	7629.807363266527	300.62368964301595	31.0126605196852	1.036465328439044	298	1:37
165.00000000005974	-58891.317904032185	7491.3929506825625	295.16999344472197	30.777089196777993	1.044398551331136	298	1:37
166.00000000006452	-59363.712641597114	7689.018933329441	302.95669751783714	30.755623490041074	1.0451274831645807	298	1:36
167.0000000000693	-59166.792136181815	7374.36357142235	290.5588935683059	30.835209108019818	1.0424300110533056	298	1:36
168.00000000007407	-59218.012546367565	7596.241385586569	299.30114929878584	30.822045178751484	1.0428752272890587	298	1:36
169.00000000007884	-59372.049590215436	7494.613418271355	295.29688378452005	30.708714368347977	1.0467239685043612	298	1:35
