#"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
100.99999999994601	-76759.23235568733	7707.2079800333895	298.39464222237285	30.40061519352052	1.2827489905166907	0	--
101.99999999994368	-77112.44402576171	7743.598166211151	299.8035358986626	30.089442819194055	1.2960146415771792	307	1:52
102.99999999994135	-76768.63397869057	7427.2069913302275	287.5540375491318	30.39296879252593	1.2830717103281	303	1:53
103.99999999993902	-76977.76827969865	7554.752313465708	292.4921215951768	30.05132517948103	1.2976585297876124	302	1:53
104.99999999993669	-76780.6342203086	7551.756731742395	292.37614372888703	29.929942099758545	1.3029212793194613	304	1:52
105.99999999993436	-76821.17135105416	7543.8766496207645	292.07105603805815	30.264252842210343	1.2885287026212513	303	1:52
106.99999999993203	-76876.22886790335	7837.013288640764	303.420224601985	30.430518358053742	1.2814884712686476	304	1:51
107.9999999999297	-77111.34296242672	7556.902390290451	292.5753646329321	30.322762379368875	1.2860424113967701	305	1:51
108.99999999992737	-77230.99381212154	7712.068968105832	298.5828417364487	30.730378643378558	1.2689839882261689	305	1:50
109.99999999992504	-76840.64489499119	7555.706519857922	292.52906494427924	30.800643366487257	1.266089087379419	305	1:50
110.99999999992271	-77138.06850418416	8036.258168224949	311.1342508371905	30.28003594001944	1.2878570728192398	305	1:50
111.99999999992038	-76891.13209971451	7540.5339627817775	291.94163954301024	30.42632129411445	1.281665242196667	305	1:49
112.99999999991805	-76970.29968537719	7675.005475507105	297.1478801210154	30.540022796164262	1.2768935606515865	305	1:49
113.99999999991572	-76796.53206673995	7659.421917732987	296.544542289909	30.635827095713037	1.2729004615655273	305	1:49
114.99999999991338	-76603.60050358804	7813.837014226237	302.5229248106876	30.6473805451581	1.2724206035525523	305	1:49
115.99999999991105	-77071.82219962543	7961.224954186033	308.2292417708801	30.561008028605965	1.276016760117111	305	1:48
116.99999999990872	-77069.21577609968	7383.9295842003485	285.8784961014004	30.69927774437273	1.2702695736131109	304	1:48
117.9999999999064	-76978.05743000892	7634.145528040709	295.56593378752524	30.52459744232662	1.2775388282926512	304	1:48
118.99999999990406	-76853.43462204392	7510.471418029505	290.7777287845504	30.39703912320664	1.2828998999709487	304	1:48
119.99999999990173	-76726.57839681976	7471.095303980628	289.2532310034913	30.201026583508547	1.2912262549336322	303	1:48
120.9999999998994	-76861.47971719693	7698.534374969092	298.0588322524532	30.449139707446495	1.280704769502504	303	1:47
121.99999999989707	-76786.08262315355	7845.037122251438	303.73087781981843	30.592590601120186	1.274699451217672	303	1:47
122.99999999989474	-76869.99470121396	7681.87710526364	297.41392425891826	30.457536964444106	1.2803516744016057	303	1:47
123.99999999989241	-76532.19083687724	7436.097045983996	287.8982276481431	30.504698167976272	1.278372211252136	303	1:47
124.99999999989008	-76995.11617089761	7721.046591034301	298.9304221558026	30.574127891298236	1.2754692002735306	303	1:47
125.99999999988775	-76681.37482720241	7562.903766258539	292.8077157566437	30.698386472988716	1.270306453561897	303	1:46
126.99999999988542	-76671.20066882364	7835.9164098846995	303.37775750562207	30.23397704897808	1.2898190134695795	302	1:46
127.99999999988309	-76456.65497967234	7602.865500726475	294.35488659854093	30.51054132802764	1.2781273865748135	302	1:46
128.99999999988785	-76893.5417299172	7717.29686406325	298.785246569409	30.639858592086814	1.272732977320143	302	1:46
129.99999999989262	-76930.23944327259	7653.011363152933	296.296349280804	30.408266701568984	1.2824262176233383	302	1:45
130.9999999998974	-76970.3663957277	7841.248613161035	303.5842007329258	30.12214812759418	1.2946074856743426	302	1:45
131.99999999990217	-76793.76988122659	7735.9898586759855	299.50897031657956	30.45694373437855	1.280376612659179	302	1:45
132.99999999990695	-77048.21840690778	7741.866771350404	299.7365026810101	30.135769564786496	1.2940223201116414	302	1:45
133.99999999991172	-77158.15920857209	7621.6709240134805	295.08296316895445	30.04514575989018	1.2979254207058755	302	1:44
134.9999999999165	-77265.49107635775	7483.568013242473	289.73612826374085	30.4880861521808	1.2790687567571513	302	1:44
135.99999999992127	-77254.4461948782	7646.826925820444	296.0569106968245	30.50217880484606	1.278477799899961	302	1:44
136.99999999992605	-77305.76547739137	7700.637511608371	298.14025793950464	30.11484250940576	1.2949215470210442	302	1:43
137.99999999993082	-77109.72829490044	7600.0213330571705	294.24477092548506	30.14839806499786	1.293480282650553	302	1:43
