#"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
100.09999999994811	-55582.72627506906	7563.450936787553	297.6191651916115	30.51268601967541	1.0194458820372099	0	--
100.19999999994788	-55786.37380829052	7732.496604044936	304.2710534353356	30.31624906229116	1.0260514765114412	220	13:04
100.29999999994764	-55772.29975890255	7649.269685506722	300.996103121804	30.452448275752847	1.0214624397677738	220	13:04
100.39999999994741	-55543.79597714258	7426.65725616956	292.2363814108646	30.437457924607436	1.0219655067680435	225	12:48
100.49999999994718	-55632.265190425096	7492.890241043924	294.8426263420744	30.437457924607436	1.0219655067680435	231	12:28
100.59999999994695	-55734.612419145415	7443.937905079203	292.91636893844174	30.437457924607436	1.0219655067680435	233	12:22
100.69999999994671	-55637.458727881894	7334.838396412835	288.62334119707447	30.437457924607436	1.0219655067680435	231	12:27
100.79999999994648	-55719.81083955211	7471.15909261448	293.9875132054547	30.393290195558656	1.0234506337585636	233	12:20
100.89999999994625	-55450.74579816326	7180.01693296219	282.53117042859515	30.393290195558656	1.0234506337585636	234	12:18
100.99999999994601	-55684.234591780405	7514.482941003647	295.69229157953754	30.40899094881966	1.0229222062976684	235	12:15
101.09999999994578	-55464.31079532957	7299.2823463641	287.2242229874824	30.40899094881966	1.0229222062976684	235	12:14
101.19999999994555	-55768.921849612554	7661.232556893387	301.46683795239255	30.40899094881966	1.0229222062976684	234	12:17
101.29999999994531	-55496.996891211806	7430.0479244283615	292.3698030282004	30.403748507608103	1.023098586178234	235	12:15
101.39999999994508	-55503.94452112939	7367.283380760576	289.9000400527863	30.044319617701504	1.0353382106321822	234	12:17
101.49999999994485	-55526.094123937044	7349.127283060738	289.1856039196344	30.221609264386018	1.0292645848382618	235	12:14
101.59999999994461	-55694.01318332495	7500.40387866056	295.13828537043395	30.221609264386018	1.0292645848382618	236	12:12
101.69999999994438	-55712.35881949784	7596.725293264868	298.9284995523197	30.221609264386018	1.0292645848382618	236	12:10
101.79999999994415	-55440.4306646451	7348.081587253369	289.1444561531142	30.116005407266226	1.0328737723346055	236	12:10
101.89999999994392	-55550.635208932246	7549.537370508334	297.0716711950922	30.10571935806421	1.0332266684177498	236	12:11
101.99999999994368	-55665.03057816459	7518.028261573109	295.83179871153834	30.119195081265257	1.0327643892449507	236	12:12
102.09999999994345	-55598.25338679689	7441.369525657225	292.81530410099475	30.119195081265257	1.0327643892449507	236	12:12
102.19999999994322	-55584.132894391485	7446.000442164883	292.9975290557939	29.97020567252169	1.0378985200349207	236	12:12
102.29999999994298	-55444.39282287666	7438.396086532023	292.69830030503095	30.05551198611339	1.0349526611632642	236	12:12
102.39999999994275	-55568.567661342444	7508.378014868996	295.4520648583045	29.94965117012926	1.0386108317574168	235	12:13
102.49999999994252	-55498.216987976746	7424.8382105059745	292.16480259633056	29.999844173394973	1.0368731228357007	235	12:14
102.59999999994228	-55573.2795942614	7528.0974746652355	296.2280187465013	30.033324897788503	1.0357172313926162	235	12:14
102.69999999994205	-55583.72260841346	7551.885831164205	297.16408230554	30.050548190248634	1.0351236162389312	235	12:15
102.79999999994182	-55536.71097613362	7546.143088025901	296.93810735931294	30.050548190248634	1.0351236162389312	235	12:15
102.89999999994158	-55316.437759698194	7447.775995340213	293.06739645603375	30.302442502235433	1.0265189715435554	235	12:14
102.99999999994135	-55330.23848220418	7441.055079429752	292.8029307512501	30.302442502235433	1.0265189715435554	235	12:13
103.09999999994112	-55651.515953231225	7648.776910927481	300.97671261340685	30.10844143485321	1.0331332553349784	235	12:13
103.19999999994089	-55720.62581428513	7566.218411749767	297.72806436935815	30.338730302010468	1.025291164231455	235	12:12
103.29999999994065	-55594.271132554975	7505.2644801731285	295.3295483503343	30.25305950369944	1.0281945900000196	235	12:12
103.39999999994042	-55411.247049224476	7356.522042352423	289.47658512723103	30.25305950369944	1.0281945900000196	235	12:12
103.49999999994019	-55629.773379096936	7628.90744359655	300.1948559808648	30.310072412149644	1.0262605674338061	235	12:13
103.59999999993995	-55636.406471428025	7540.199530959568	296.7042304548238	30.284281377685673	1.0271345628023474	235	12:14
103.69999999993972	-55717.17418733702	7606.504507022411	299.3133082142751	30.284281377685673	1.0271345628023474	234	12:16
103.79999999993949	-55732.93688156601	7606.02066783711	299.29426931052336	30.19057987596554	1.0303224462878133	234	12:16
103.89999999993925	-55557.06115635659	7488.4694799699755	294.6686709305386	30.122904864829167	1.0326371992420675	234	12:16
103.99999999993902	-55636.362176123424	7554.457212787489	297.26526527856475	30.23955853751057	1.0286536449950834	234	12:15
104.09999999993879	-55367.68335136643	7514.502864490774	295.69307556183026	30.42007577471299	1.0225494618428814	235	12:15
104.19999999993856	-55248.63568665189	7381.770150096381	290.47008939032816	30.198969801910202	1.030036200462867	235	12:14
104.29999999993832	-55368.750916183286	7502.41117696042	295.2172718607659	30.222837601469084	1.0292227527682716	235	12:14
104.39999999993809	-55537.13591666418	7641.292735011407	300.6822128927231	29.88346674548137	1.0409110956765393	235	12:15
104.49999999993786	-55629.265405912505	7771.821620456099	305.818479161139	29.974081697240752	1.0377643067382407	235	12:15
104.59999999993762	-55389.04201727145	7661.047321700131	301.4595490119286	29.93376678931179	1.0391619715484397	235	12:15
104.69999999993739	-55357.27860991165	7511.950946376817	295.5926584711317	29.924182894044677	1.039494786634357	234	12:15
104.79999999993716	-55327.14528330925	7453.978875037308	293.3114776158988	29.913518333918706	1.0398653801074798	234	12:15
104.89999999993692	-55412.575940774695	7510.311297806878	295.5281388698715	29.913518333918706	1.0398653801074798	234	12:16
104.99999999993669	-55304.07969410662	7473.508046150772	294.07994371057566	30.10068962615996	1.0333993173903484	234	12:15
105.09999999993646	-55393.38163632719	7422.370834359232	292.0677122026538	30.212908129385916	1.029561006820057	234	12:15
105.19999999993622	-55588.04106456856	7531.8697751213385	296.3764574581397	30.32336364786573	1.025810740321409	234	12:15
105.29999999993599	-55647.61871447158	7559.125224122406	297.4489499019217	30.421485869230885	1.02250206470401	235	12:14
